Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185732,15/12/2021,Midwest,Michigan,Detroit,Men's Apparel,55.00,143,"7,865.00","4,089.80",52%,Online
Foot Locker,1185732,15/12/2021,Midwest,Michigan,Detroit,Women's Apparel,59.00,163,"9,617.00","6,251.05",65%,Online
Foot Locker,1185732,18/1/2021,Midwest,Michigan,Detroit,Men's Street Footwear,27.00,156,"4,212.00","2,106.00",50%,Online
Foot Locker,1185732,18/1/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,29.00,123,"3,567.00","1,676.49",47%,Online
Foot Locker,1185732,18/1/2021,Midwest,Michigan,Detroit,Women's Street Footwear,19.00,123,"2,337.00","1,051.65",45%,Online
Foot Locker,1185732,18/1/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,24.00,77,"1,848.00",960.96,52%,Online
Foot Locker,1185732,18/1/2021,Midwest,Michigan,Detroit,Men's Apparel,39.00,98,"3,822.00","1,872.78",49%,Online
Foot Locker,1185732,18/1/2021,Midwest,Michigan,Detroit,Women's Apparel,29.00,123,"3,567.00","2,247.21",63%,Online
Foot Locker,1185732,18/2/2021,Midwest,Michigan,Detroit,Men's Street Footwear,29.00,182,"5,278.00","2,797.34",53%,Online
Foot Locker,1185732,18/2/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,28.00,94,"2,632.00","1,289.68",49%,Online
Foot Locker,1185732,18/2/2021,Midwest,Michigan,Detroit,Women's Street Footwear,19.00,113,"2,147.00",966.15,45%,Online
Foot Locker,1185732,18/2/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24.00,70,"1,680.00",873.60,52%,Online
Foot Locker,1185732,18/2/2021,Midwest,Missouri,St. Louis,Men's Apparel,38.00,88,"3,344.00","1,504.80",45%,Online
Foot Locker,1185732,18/2/2021,Midwest,Missouri,St. Louis,Women's Apparel,28.00,120,"3,360.00","2,116.80",63%,Online
Foot Locker,1185732,17/3/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,34.00,186,"6,324.00","3,225.24",51%,Online
Foot Locker,1185732,17/3/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34.00,87,"2,958.00","1,331.10",45%,Online
Foot Locker,1185732,17/3/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23.00,95,"2,185.00","1,005.10",46%,Online
Foot Locker,1185732,17/3/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,28.00,54,"1,512.00",771.12,51%,Online
Foot Locker,1185732,17/3/2021,Midwest,Missouri,St. Louis,Men's Apparel,41.00,75,"3,075.00","1,506.75",49%,Online
Foot Locker,1185732,17/3/2021,Midwest,Missouri,St. Louis,Women's Apparel,34.00,102,"3,468.00","2,254.20",65%,Online
Foot Locker,1185732,18/4/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,33.00,144,"4,752.00","2,471.04",52%,Online
Foot Locker,1185732,18/4/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27.00,72,"1,944.00",952.56,49%,Online
Foot Locker,1185732,18/4/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,18.00,83,"1,494.00",732.06,49%,Online
Foot Locker,1185732,18/4/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.00,52,"1,196.00",621.92,52%,Online
Foot Locker,1185732,18/4/2021,Midwest,Missouri,St. Louis,Men's Apparel,36.00,65,"2,340.00","1,053.00",45%,Online
Foot Locker,1185732,18/4/2021,Midwest,Missouri,St. Louis,Women's Apparel,28.00,105,"2,940.00","1,793.40",61%,Online
Foot Locker,1185732,19/5/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,39.00,180,"7,020.00","3,580.20",51%,Online
Foot Locker,1185732,19/5/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34.00,88,"2,992.00","1,406.24",47%,Online
Foot Locker,1185732,19/5/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,29.00,87,"2,523.00","1,160.58",46%,Online
Foot Locker,1185732,19/5/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29.00,65,"1,885.00","1,036.75",55%,Online
Foot Locker,1185732,19/5/2021,Midwest,Missouri,St. Louis,Men's Apparel,44.00,70,"3,080.00","1,478.40",48%,Online
Foot Locker,1185732,19/5/2021,Midwest,Missouri,St. Louis,Women's Apparel,45.00,105,"4,725.00","2,835.00",60%,Online
Foot Locker,1185732,18/6/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,32.00,168,"5,376.00","2,903.04",54%,Online
Foot Locker,1185732,18/6/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27.00,91,"2,457.00","1,130.22",46%,Online
Foot Locker,1185732,18/6/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23.00,113,"2,599.00","1,273.51",49%,Online
Foot Locker,1185732,18/6/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.00,91,"2,093.00","1,046.50",50%,Online
Foot Locker,1185732,18/6/2021,Midwest,Missouri,St. Louis,Men's Apparel,38.00,102,"3,876.00","1,744.20",45%,Online
Foot Locker,1185732,18/6/2021,Midwest,Missouri,St. Louis,Women's Apparel,42.00,142,"5,964.00","3,876.60",65%,Online
Foot Locker,1185732,17/7/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,36.00,203,"7,308.00","4,019.40",55%,Online
Foot Locker,1185732,17/7/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,33.00,130,"4,290.00","2,016.30",47%,Online
Foot Locker,1185732,17/7/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,29.00,128,"3,712.00","1,707.52",46%,Online
Foot Locker,1185732,17/7/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29.00,101,"2,929.00","1,552.37",53%,Online
Foot Locker,1185732,17/7/2021,Midwest,Missouri,St. Louis,Men's Apparel,37.00,94,"3,478.00","1,704.22",49%,Online
Foot Locker,1185732,17/7/2021,Midwest,Missouri,St. Louis,Women's Apparel,41.00,160,"6,560.00","4,001.60",61%,Online
Foot Locker,1185732,18/8/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,38.00,203,"7,714.00","3,857.00",50%,Online
Foot Locker,1185732,18/8/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,38.00,143,"5,434.00","2,499.64",46%,Online
Foot Locker,1185732,18/8/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,32.00,120,"3,840.00","1,766.40",46%,Online
Foot Locker,1185732,18/8/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24.00,91,"2,184.00","1,201.20",55%,Online
Foot Locker,1185732,18/8/2021,Midwest,Missouri,St. Louis,Men's Apparel,34.00,81,"2,754.00","1,294.38",47%,Online
Foot Locker,1185732,18/8/2021,Midwest,Missouri,St. Louis,Women's Apparel,36.00,128,"4,608.00","2,995.20",65%,Online
Foot Locker,1185732,19/9/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,32.00,174,"5,568.00","2,784.00",50%,Online
Foot Locker,1185732,19/9/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,28.00,100,"2,800.00","1,316.00",47%,Online
Foot Locker,1185732,19/9/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,14.00,75,"1,050.00",514.50,49%,Online
Foot Locker,1185732,19/9/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,14.00,83,"1,162.00",615.86,53%,Online
Foot Locker,1185732,19/9/2021,Midwest,Missouri,St. Louis,Men's Apparel,23.00,77,"1,771.00",832.37,47%,Online
Foot Locker,1185732,19/9/2021,Midwest,Missouri,St. Louis,Women's Apparel,28.00,95,"2,660.00","1,702.40",64%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,34.00,131,"4,454.00","2,271.54",51%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24.00,91,"2,184.00","1,092.00",50%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23.00,73,"1,679.00",805.92,48%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.00,59,"1,357.00",678.50,50%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Men's Apparel,32.00,68,"2,176.00","1,022.72",47%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Apparel,38.00,88,"3,344.00","2,140.16",64%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,34.00,150,"5,100.00","2,601.00",51%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,23.00,88,"2,024.00",910.80,45%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23.00,80,"1,840.00",901.60,49%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.00,88,"2,024.00","1,052.48",52%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Men's Apparel,43.00,81,"3,483.00","1,671.84",48%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Apparel,48.00,108,"5,184.00","3,265.92",63%,Online
Foot Locker,1185732,17/12/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,41.00,163,"6,683.00","3,475.16",52%,Online
Foot Locker,1185732,17/12/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,32.00,113,"3,616.00","1,735.68",48%,Online
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,32.00,120,"3,840.00","1,804.80",47%,Online
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,34.00,88,"2,992.00","1,555.84",52%,Online
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Men's Apparel,42.00,88,"3,696.00","1,848.00",50%,Online
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Women's Apparel,47.00,126,"5,922.00","3,612.42",61%,Online
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,23.00,196,"4,508.00","2,479.40",55%,Online
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,23.00,133,"3,059.00","1,437.73",47%,Online
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,14.00,143,"2,002.00",940.94,47%,Online
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,18.00,88,"1,584.00",823.68,52%,Online
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Men's Apparel,33.00,98,"3,234.00","1,519.98",47%,Online
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Women's Apparel,24.00,138,"3,312.00","2,119.68",64%,Online
West Gear,1185732,11/2/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,25.00,218,"5,450.00","2,888.50",53%,Online
West Gear,1185732,11/2/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24.00,101,"2,424.00","1,139.28",47%,Online
West Gear,1185732,11/2/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,14.00,115,"1,610.00",724.50,45%,Online
West Gear,1185732,11/2/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19.00,87,"1,653.00",826.50,50%,Online
West Gear,1185732,11/2/2021,West,Utah,Salt Lake City,Men's Apparel,32.00,101,"3,232.00","1,454.40",45%,Online
West Gear,1185732,11/2/2021,West,Utah,Salt Lake City,Women's Apparel,24.00,131,"3,144.00","1,949.28",62%,Online
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Men's Street Footwear,29.00,168,"4,872.00","2,533.44",52%,Online
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,28.00,102,"2,856.00","1,428.00",50%,Online
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Women's Street Footwear,18.00,112,"2,016.00","1,008.00",50%,Online
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,23.00,73,"1,679.00",889.87,53%,Online
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Men's Apparel,38.00,75,"2,850.00","1,425.00",50%,Online
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Women's Apparel,29.00,100,"2,900.00","1,856.00",64%,Online
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Men's Street Footwear,27.00,181,"4,887.00","2,443.50",50%,Online
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25.00,94,"2,350.00","1,057.50",45%,Online
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Women's Street Footwear,14.00,98,"1,372.00",631.12,46%,Online
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,18.00,70,"1,260.00",667.80,53%,Online
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Men's Apparel,33.00,74,"2,442.00","1,123.32",46%,Online
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Women's Apparel,24.00,112,"2,688.00","1,612.80",60%,Online
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Men's Street Footwear,32.00,174,"5,568.00","2,839.68",51%,Online
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,29.00,101,"2,929.00","1,435.21",49%,Online
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Women's Street Footwear,25.00,98,"2,450.00","1,225.00",50%,Online
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,23.00,72,"1,656.00",910.80,55%,Online
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Men's Apparel,39.00,75,"2,925.00","1,462.50",50%,Online
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Women's Apparel,44.00,120,"5,280.00","3,432.00",65%,Online
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Men's Street Footwear,28.00,182,"5,096.00","2,598.96",51%,Online
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,24.00,112,"2,688.00","1,317.12",49%,Online
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Street Footwear,19.00,115,"2,185.00","1,070.65",49%,Online
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19.00,108,"2,052.00","1,046.52",51%,Online
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Men's Apparel,34.00,108,"3,672.00","1,652.40",45%,Online
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Apparel,38.00,150,"5,700.00","3,420.00",60%,Online
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Street Footwear,34.00,224,"7,616.00","3,960.32",52%,Online
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,29.00,160,"4,640.00","2,227.20",48%,Online
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Street Footwear,24.00,138,"3,312.00","1,589.76",48%,Online
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,23.00,115,"2,645.00","1,322.50",50%,Online
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Apparel,32.00,128,"4,096.00","1,884.16",46%,Online
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Apparel,38.00,150,"5,700.00","3,705.00",65%,Online
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Street Footwear,33.00,203,"6,699.00","3,349.50",50%,Online
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,34.00,131,"4,454.00","2,093.38",47%,Online
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Street Footwear,29.00,113,"3,277.00","1,605.73",49%,Online
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19.00,101,"1,919.00","1,017.07",53%,Online
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Apparel,29.00,105,"3,045.00","1,400.70",46%,Online
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Apparel,32.00,152,"4,864.00","2,918.40",60%,Online
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Street Footwear,29.00,169,"4,901.00","2,548.52",52%,Online
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,23.00,122,"2,806.00","1,262.70",45%,Online
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Street Footwear,9.00,91,819.00,409.50,50%,Online
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,10.00,88,880.00,448.80,51%,Online
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Apparel,19.00,88,"1,672.00",836.00,50%,Online
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Apparel,24.00,120,"2,880.00","1,843.20",64%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,28.00,173,"4,844.00","2,470.44",51%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,19.00,100,"1,900.00",950.00,50%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,19.00,87,"1,653.00",809.97,49%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19.00,72,"1,368.00",752.40,55%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Apparel,29.00,83,"2,407.00","1,203.50",50%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Apparel,32.00,104,"3,328.00","2,063.36",62%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,29.00,149,"4,321.00","2,160.50",50%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20.00,108,"2,160.00",993.60,46%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,19.00,93,"1,767.00",848.16,48%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19.00,113,"2,147.00","1,094.97",51%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Apparel,39.00,91,"3,549.00","1,739.01",49%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Apparel,43.00,113,"4,859.00","3,158.35",65%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,39.00,203,"7,917.00","4,354.35",55%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,28.00,145,"4,060.00","1,989.40",49%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,29.00,113,"3,277.00","1,540.19",47%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,27.00,112,"3,024.00","1,542.24",51%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Apparel,38.00,112,"4,256.00","2,128.00",50%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Apparel,42.00,125,"5,250.00","3,202.50",61%,Online
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Men's Street Footwear,27.00,98,"2,646.00","1,270.08",48%,Online
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,39.00,105,"4,095.00","2,006.55",49%,Online
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Women's Street Footwear,39.00,105,"4,095.00","1,965.60",48%,Online
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,39.00,58,"2,262.00","1,040.52",46%,Online
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Men's Apparel,42.00,44,"1,848.00","1,016.40",55%,Online
West Gear,1128299,24/1/2021,West,Utah,Salt Lake City,Women's Apparel,39.00,108,"4,212.00","1,811.16",43%,Online
West Gear,1128299,24/2/2021,West,Utah,Salt Lake City,Men's Street Footwear,29.00,117,"3,393.00","1,526.85",45%,Online
West Gear,1128299,24/2/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,39.00,91,"3,549.00","1,703.52",48%,Online
West Gear,1128299,24/2/2021,West,Utah,Salt Lake City,Women's Street Footwear,36.00,88,"3,168.00","1,425.60",45%,Online
West Gear,1128299,24/2/2021,West,Oregon,Portland,Women's Athletic Footwear,39.00,58,"2,262.00","1,085.76",48%,Online
West Gear,1128299,24/2/2021,West,Oregon,Portland,Men's Apparel,42.00,38,"1,596.00",829.92,52%,Online
West Gear,1128299,24/2/2021,West,Oregon,Portland,Women's Apparel,37.00,85,"3,145.00","1,258.00",40%,Online
West Gear,1128299,23/3/2021,West,Oregon,Portland,Men's Street Footwear,38.00,128,"4,864.00","2,383.36",49%,Online
West Gear,1128299,23/3/2021,West,Oregon,Portland,Men's Athletic Footwear,45.00,85,"3,825.00","1,836.00",48%,Online
West Gear,1128299,23/3/2021,West,Oregon,Portland,Women's Street Footwear,54.00,88,"4,752.00","2,138.40",45%,Online
West Gear,1128299,23/3/2021,West,Oregon,Portland,Women's Athletic Footwear,49.00,65,"3,185.00","1,528.80",48%,Online
West Gear,1128299,23/3/2021,West,Oregon,Portland,Men's Apparel,54.00,26,"1,404.00",744.12,53%,Online
West Gear,1128299,23/3/2021,West,Oregon,Portland,Women's Apparel,49.00,87,"4,263.00","1,790.46",42%,Online
West Gear,1128299,24/4/2021,West,Oregon,Portland,Men's Street Footwear,51.00,124,"6,324.00","2,909.04",46%,Online
West Gear,1128299,24/4/2021,West,Oregon,Portland,Men's Athletic Footwear,54.00,83,"4,482.00","2,196.18",49%,Online
West Gear,1128299,24/4/2021,West,Oregon,Portland,Women's Street Footwear,55.00,85,"4,675.00","2,244.00",48%,Online
West Gear,1128299,24/4/2021,West,Oregon,Portland,Women's Athletic Footwear,41.00,63,"2,583.00","1,291.50",50%,Online
West Gear,1128299,24/4/2021,West,Oregon,Portland,Men's Apparel,48.00,36,"1,728.00",864.00,50%,Online
West Gear,1128299,24/4/2021,West,Oregon,Portland,Women's Apparel,59.00,84,"4,956.00","2,230.20",45%,Online
West Gear,1128299,25/5/2021,West,Oregon,Portland,Men's Street Footwear,48.00,145,"6,960.00","3,132.00",45%,Online
West Gear,1128299,25/5/2021,West,Oregon,Portland,Men's Athletic Footwear,50.00,105,"5,250.00","2,415.00",46%,Online
West Gear,1128299,25/5/2021,West,Oregon,Portland,Women's Street Footwear,50.00,95,"4,750.00","2,375.00",50%,Online
West Gear,1128299,25/5/2021,West,Oregon,Portland,Women's Athletic Footwear,49.00,83,"4,067.00","1,952.16",48%,Online
West Gear,1128299,25/5/2021,West,Oregon,Portland,Men's Apparel,41.00,44,"1,804.00",992.20,55%,Online
West Gear,1128299,25/5/2021,West,Oregon,Portland,Women's Apparel,54.00,158,"8,532.00","3,839.40",45%,Online
West Gear,1128299,24/6/2021,West,Oregon,Portland,Men's Street Footwear,51.00,225,"11,475.00","5,622.75",49%,Online
West Gear,1128299,24/6/2021,West,Oregon,Portland,Men's Athletic Footwear,62.00,169,"10,478.00","5,134.22",49%,Online
West Gear,1128299,24/6/2021,West,Oregon,Portland,Women's Street Footwear,78.00,189,"14,742.00","6,781.32",46%,Online
West Gear,1128299,24/6/2021,West,Oregon,Portland,Women's Athletic Footwear,74.00,158,"11,692.00","5,846.00",50%,Online
West Gear,1128299,24/6/2021,West,Oregon,Portland,Men's Apparel,86.00,108,"9,288.00","4,922.64",53%,Online
West Gear,1128299,24/6/2021,West,Oregon,Portland,Women's Apparel,95.00,189,"17,955.00","8,079.75",45%,Online
West Gear,1128299,23/7/2021,West,Oregon,Portland,Men's Street Footwear,79.00,255,"20,145.00","9,669.60",48%,Online
West Gear,1128299,23/7/2021,West,Oregon,Portland,Men's Athletic Footwear,85.00,196,"16,660.00","7,830.20",47%,Online
West Gear,1128299,23/7/2021,West,Oregon,Portland,Women's Street Footwear,86.00,163,"14,018.00","6,588.46",47%,Online
West Gear,1128299,23/7/2021,West,Oregon,Portland,Women's Athletic Footwear,82.00,165,"13,530.00","6,494.40",48%,Online
West Gear,1128299,23/7/2021,West,Oregon,Portland,Men's Apparel,84.00,156,"13,104.00","6,552.00",50%,Online
West Gear,1128299,23/7/2021,West,Oregon,Portland,Women's Apparel,97.00,150,"14,550.00","6,111.00",42%,Online
West Gear,1128299,24/8/2021,West,Oregon,Portland,Men's Street Footwear,81.00,200,"16,200.00","7,776.00",48%,Online
West Gear,1128299,24/8/2021,West,Oregon,Portland,Men's Athletic Footwear,76.00,233,"17,708.00","8,676.92",49%,Online
West Gear,1128299,24/8/2021,West,Oregon,Portland,Women's Street Footwear,68.00,195,"13,260.00","6,497.40",49%,Online
West Gear,1128299,24/8/2021,West,Oregon,Portland,Women's Athletic Footwear,68.00,119,"8,092.00","3,722.32",46%,Online
West Gear,1128299,24/8/2021,West,Oregon,Portland,Men's Apparel,65.00,128,"8,320.00","4,409.60",53%,Online
West Gear,1128299,24/8/2021,West,Oregon,Portland,Women's Apparel,69.00,73,"5,037.00","2,216.28",44%,Online
West Gear,1128299,25/9/2021,West,Oregon,Portland,Men's Street Footwear,46.00,122,"5,612.00","2,525.40",45%,Online
West Gear,1128299,25/9/2021,West,Oregon,Portland,Men's Athletic Footwear,51.00,122,"6,222.00","2,862.12",46%,Online
West Gear,1128299,25/9/2021,West,Oregon,Portland,Women's Street Footwear,49.00,75,"3,675.00","1,653.75",45%,Online
West Gear,1128299,25/9/2021,West,Oregon,Portland,Women's Athletic Footwear,49.00,52,"2,548.00","1,172.08",46%,Online
West Gear,1128299,25/9/2021,West,Oregon,Portland,Men's Apparel,58.00,59,"3,422.00","1,813.66",53%,Online
West Gear,1128299,25/9/2021,West,Oregon,Portland,Women's Apparel,41.00,73,"2,993.00","1,257.06",42%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Men's Street Footwear,38.00,102,"3,876.00","1,821.72",47%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Men's Athletic Footwear,50.00,142,"7,100.00","3,266.00",46%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Women's Street Footwear,46.00,91,"4,186.00","2,051.14",49%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Women's Athletic Footwear,44.00,81,"3,564.00","1,710.72",48%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Men's Apparel,51.00,75,"3,825.00","2,065.50",54%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Women's Apparel,58.00,105,"6,090.00","2,618.70",43%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Men's Street Footwear,44.00,173,"7,612.00","3,501.52",46%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Men's Athletic Footwear,48.00,195,"9,360.00","4,680.00",50%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Women's Street Footwear,42.00,128,"5,376.00","2,688.00",50%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Women's Athletic Footwear,51.00,131,"6,681.00","3,073.26",46%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Men's Apparel,68.00,111,"7,548.00","4,075.92",54%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Women's Apparel,76.00,149,"11,324.00","4,756.08",42%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Men's Street Footwear,61.00,188,"11,468.00","5,504.64",48%,Online
